ID,label
83,8-Van
83,8-Van
83,8-Van
83,5-Lem
83,5-Lem
83,5-Lem
83,4-Rose
83,4-Rose
83,4-Rose
137,5-Lem
137,5-Lem
137,5-Lem
137,4-Rose
137,4-Rose
137,4-Rose
88,8-Van
88,8-Van
88,8-Van
88,5-Lem
88,5-Lem
88,5-Lem
88,4-Rose
88,4-Rose
88,4-Rose
90,8-Van
90,8-Van
90,8-Van
90,5-Lem
90,5-Lem
90,5-Lem
90,4-Rose
90,4-Rose
90,4-Rose
79,8-Van
79,8-Van
79,5-Lem
79,5-Lem
79,5-Lem
79,4-Rose
79,4-Rose
79,4-Rose
81,8-Van
81,5-Lem
81,5-Lem
81,5-Lem
81,4-Rose
81,4-Rose
81,4-Rose
138,8-Van
138,8-Van
138,8-Van
138,5-Lem
138,5-Lem
138,5-Lem
138,4-Rose
138,4-Rose
138,4-Rose
83,6-Ger
83,6-Ger
83,6-Ger
83,3-Ethyl
83,3-Ethyl
83,3-Ethyl
91,8-Van
91,8-Van
91,8-Van
91,5-Lem
91,5-Lem
91,5-Lem
91,4-Rose
91,4-Rose
91,4-Rose
93,8-Van
93,8-Van
93,8-Van
93,5-Lem
93,5-Lem
93,5-Lem
93,4-Rose
93,4-Rose
93,4-Rose
49,2-Hex
49,2-Hex
49,2-Hex
49,2-Hex
51,6-Ger
51,6-Ger
51,6-Ger
51,2-Hex
51,2-Hex
51,2-Hex
135,8-Van
135,8-Van
135,8-Van
135,5-Lem
135,5-Lem
135,5-Lem
135,4-Rose
135,4-Rose
135,4-Rose
53,6-Ger
53,6-Ger
53,6-Ger
53,2-Hex
53,2-Hex
53,2-Hex
53,3-Ethyl
53,3-Ethyl
53,3-Ethyl
55,3-Ethyl
55,3-Ethyl
55,3-Ethyl
55,2-Hex
55,2-Hex
55,2-Hex
55,6-Ger
55,6-Ger
55,6-Ger
58,7-Cit
58,7-Cit
58,7-Cit
15,7-Cit
15,1-Benz
15,1-Benz
17,1-Benz
17,1-Benz
17,1-Benz
17,7-Cit
17,7-Cit
17,7-Cit
60,3-Ethyl
60,3-Ethyl
60,3-Ethyl
60,6-Ger
60,6-Ger
60,6-Ger
60,2-Hex
60,2-Hex
60,2-Hex
62,2-Hex
62,2-Hex
62,2-Hex
62,3-Ethyl
62,3-Ethyl
62,3-Ethyl
20,1-Benz
20,1-Benz
20,1-Benz
20,7-Cit
20,7-Cit
20,7-Cit
20,2-Hex
20,2-Hex
20,2-Hex
21,7-Cit
21,7-Cit
21,7-Cit
21,1-Benz
21,1-Benz
21,1-Benz
21,1-Benz
23,1-Benz
23,1-Benz
23,1-Benz
23,7-Cit
23,7-Cit
23,7-Cit
23,6-Ger
23,6-Ger
23,6-Ger
23,6-Ger
23,6-Ger
94,8-Van
94,8-Van
94,8-Van
94,5-Lem
94,5-Lem
94,5-Lem
94,4-Rose
94,4-Rose
94,4-Rose
64,2-Hex
64,2-Hex
64,2-Hex
64,3-Ethyl
64,3-Ethyl
64,3-Ethyl
64,7-Cit
64,7-Cit
64,7-Cit
64,1-Benz
64,1-Benz
64,1-Benz
64,6-Ger
64,6-Ger
64,6-Ger
96,8-Van
96,8-Van
96,8-Van
96,5-Lem
96,5-Lem
96,5-Lem
96,4-Rose
96,4-Rose
96,4-Rose
41,6-Ger
41,6-Ger
41,6-Ger
41,2-Hex
41,2-Hex
41,2-Hex
133,8-Van
133,8-Van
133,8-Van
133,5-Lem
133,5-Lem
133,5-Lem
133,4-Rose
133,4-Rose
133,4-Rose
42,3-Ethyl
42,3-Ethyl
42,3-Ethyl
42,2-Hex
42,2-Hex
42,2-Hex
42,6-Ger
42,6-Ger
42,6-Ger
44,6-Ger
44,6-Ger
44,6-Ger
44,2-Hex
44,2-Hex
44,2-Hex
1,7-Cit
1,7-Cit
1,7-Cit
1,1-Benz
1,1-Benz
1,1-Benz
3,7-Cit
3,7-Cit
3,7-Cit
3,1-Benz
3,1-Benz
3,1-Benz
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
3,3-Ethyl
31,6-Ger
31,2-Hex
31,3-Ethyl
31,3-Ethyl
31,3-Ethyl
31,3-Ethyl
31,6-Ger
31,6-Ger
71,1-Benz
71,1-Benz
71,1-Benz
71,6-Ger
71,6-Ger
71,6-Ger
71,2-Hex
71,2-Hex
71,2-Hex
71,3-Ethyl
71,3-Ethyl
71,3-Ethyl
71,7-Cit
71,7-Cit
71,7-Cit
73,7-Cit
73,7-Cit
73,7-Cit
73,3-Ethyl
73,3-Ethyl
73,3-Ethyl
73,6-Ger
73,6-Ger
73,6-Ger
73,1-Benz
73,1-Benz
73,1-Benz
75,6-Ger
75,6-Ger
75,6-Ger
75,3-Ethyl
75,3-Ethyl
75,3-Ethyl
75,1-Benz
75,1-Benz
75,1-Benz
75,7-Cit
75,7-Cit
75,7-Cit
77,7-Cit
77,7-Cit
77,7-Cit
77,1-Benz
77,1-Benz
77,1-Benz
77,6-Ger
77,6-Ger
77,6-Ger
77,3-Ethyl
77,3-Ethyl
77,3-Ethyl
5,1-Benz
5,1-Benz
5,1-Benz
5,7-Cit
5,7-Cit
5,7-Cit
5,1-Benz
5,1-Benz
139,5-Lem
139,5-Lem
139,5-Lem
139,4-Rose
139,4-Rose
139,4-Rose
140,8-Van
140,8-Van
140,8-Van
140,5-Lem
140,5-Lem
140,5-Lem
140,4-Rose
140,4-Rose
140,4-Rose
141,8-Van
141,8-Van
141,8-Van
141,5-Lem
141,5-Lem
141,5-Lem
141,4-Rose
141,4-Rose
141,4-Rose
27,2-Hex
27,2-Hex
27,2-Hex
27,3-Ethyl
27,3-Ethyl
27,3-Ethyl
27,7-Cit
27,7-Cit
27,7-Cit
27,1-Benz
27,1-Benz
27,1-Benz
27,6-Ger
27,6-Ger
27,6-Ger
33,2-Hex
33,2-Hex
33,2-Hex
33,3-Ethyl
33,3-Ethyl
33,3-Ethyl
33,6-Ger
33,6-Ger
33,6-Ger
79,7-Cit
79,7-Cit
79,7-Cit
79,6-Ger
79,6-Ger
79,6-Ger
9,7-Cit
9,7-Cit
9,1-Benz
9,1-Benz
9,1-Benz
81,6-Ger
81,6-Ger
81,6-Ger
47,2-Hex
47,2-Hex
47,2-Hex
47,6-Ger
47,6-Ger
47,6-Ger
37,7-Cit
37,7-Cit
37,7-Cit
37,6-Ger
37,6-Ger
37,6-Ger
37,3-Ethyl
37,3-Ethyl
37,3-Ethyl
39,3-Ethyl
39,3-Ethyl
39,3-Ethyl
39,2-Hex
